,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
3887,42,0,0,1,0,2129,0,0,0,13,1,633,1,182,2,1,yes
7473,34,7,0,1,0,1281,0,0,0,5,3,237,1,-1,0,3,no
4470,46,0,1,1,0,659,1,0,1,29,5,1127,11,-1,0,3,yes
8448,31,9,2,1,0,4888,1,0,1,5,8,475,4,166,2,0,no
9856,47,1,1,1,0,581,1,0,0,26,1,79,6,-1,0,3,no
1202,50,4,1,2,0,346,0,0,0,6,3,178,1,-1,0,3,yes
5920,45,9,2,2,0,5336,0,0,2,28,8,99,2,-1,0,3,no
2138,58,5,1,1,0,2714,0,0,0,26,8,165,1,287,2,0,yes
1166,22,0,2,2,0,897,1,0,0,4,3,133,4,-1,0,3,yes
6191,31,4,1,2,0,546,0,0,0,7,1,147,2,-1,0,3,no
10585,56,2,1,2,0,51439,0,1,0,8,5,325,1,-1,0,3,no
1050,50,0,1,1,0,4117,0,0,0,21,9,530,1,-1,0,3,yes
493,52,3,1,0,0,3798,1,0,0,17,5,1208,1,-1,0,3,yes
3804,29,8,2,2,0,163,0,0,0,3,1,249,1,-1,0,3,yes
6731,38,9,1,2,0,127,1,0,0,14,10,113,1,50,2,2,no
3967,21,8,2,3,0,1506,0,0,0,14,11,340,1,-1,0,3,yes
3442,42,6,1,1,0,1216,1,0,0,23,0,296,1,521,1,0,yes
5336,58,6,1,2,0,-364,1,0,2,5,8,355,1,-1,0,3,no
1151,31,4,1,2,0,1331,0,0,0,3,3,182,2,90,1,2,yes
7263,40,1,1,1,0,1508,0,0,0,3,9,177,2,85,3,0,no
3523,37,4,1,2,0,393,1,0,0,14,8,567,3,275,4,0,yes
4518,32,2,1,1,0,390,0,0,0,6,11,440,1,280,1,0,yes
3746,54,1,1,1,0,1636,0,0,1,20,5,1008,2,-1,0,3,yes
7629,33,0,1,1,0,0,1,0,0,17,9,78,1,-1,0,3,no
6302,51,1,1,1,0,814,1,0,0,14,8,17,8,-1,0,3,no
413,49,1,1,0,0,3,0,1,0,9,5,1439,6,-1,0,3,yes
7049,39,4,0,2,0,30,0,1,0,3,3,265,4,-1,0,3,no
7933,59,0,0,1,0,1525,0,0,1,29,5,90,2,-1,0,3,no
2405,20,8,2,3,0,829,0,0,0,9,5,253,2,-1,0,3,yes
2015,60,4,2,2,0,560,0,0,0,15,8,730,5,-1,0,3,yes
379,45,0,0,1,0,-176,0,1,0,7,5,574,1,-1,0,3,yes
5301,37,1,0,1,0,614,1,0,2,20,8,185,1,-1,0,3,no
3065,28,6,2,2,0,4579,0,0,0,12,4,409,2,-1,0,3,yes
8986,60,1,0,0,0,92,1,0,2,6,6,70,3,-1,0,3,no
4422,28,10,1,0,0,7459,1,0,0,2,3,981,5,269,2,0,yes
6781,35,1,1,3,0,1084,1,0,0,10,5,1019,1,-1,0,3,no
8714,47,2,1,3,0,1481,1,0,0,6,8,64,2,364,3,0,no
10827,55,4,1,2,0,13578,0,0,0,29,10,247,2,-1,0,3,no
4178,37,0,1,1,0,0,1,0,0,2,6,107,1,-1,0,3,yes
7723,46,1,0,1,0,138,0,0,0,19,9,277,1,-1,0,3,no
6956,50,4,0,2,0,201,1,0,0,24,5,248,1,-1,0,3,no
1183,31,9,2,2,0,1109,0,0,0,5,3,642,1,167,2,0,yes
8666,36,7,1,2,0,0,1,0,0,8,8,52,1,-1,0,3,no
1630,37,0,1,2,0,3913,1,0,0,27,0,124,1,-1,0,3,yes
8402,28,9,2,1,0,100,1,0,0,13,8,70,5,-1,0,3,no
10906,42,4,1,2,0,441,0,0,0,7,1,296,9,-1,0,3,no
4253,56,4,1,2,0,1390,1,0,0,18,9,543,1,-1,0,3,yes
1404,39,1,1,1,0,1756,1,0,0,3,0,939,1,-1,0,3,yes
7166,45,6,1,1,0,396,0,0,0,28,1,238,1,-1,0,3,no
6125,26,9,2,1,0,3244,0,0,0,2,3,141,1,5,1,0,no
1799,41,4,1,2,0,326,1,0,0,5,8,788,1,-1,0,3,yes
858,47,1,1,3,1,162,0,0,0,25,1,366,3,-1,0,3,yes
4768,54,6,1,2,0,990,0,0,0,3,6,244,2,-1,0,3,yes
10070,59,0,1,0,0,1040,0,0,1,31,5,733,1,-1,0,3,no
6054,39,7,1,0,0,324,1,0,0,8,8,340,2,312,4,0,no
1849,39,9,0,1,0,291,1,0,0,7,8,882,2,-1,0,3,yes
6551,30,9,2,1,0,54,0,0,0,11,1,194,2,-1,0,3,no
7605,33,7,0,3,0,392,1,0,0,15,5,753,4,-1,0,3,no
3385,47,0,1,1,0,70,1,0,0,5,0,144,4,374,2,2,yes
8058,26,1,1,1,0,245,1,0,2,28,8,146,2,-1,0,3,no
5692,36,9,1,2,0,911,1,1,0,4,8,275,3,-1,0,3,no
2605,66,5,1,1,0,2048,0,0,0,27,1,212,1,-1,0,3,yes
8284,45,1,2,2,0,-243,0,1,0,8,5,171,2,-1,0,3,no
7754,39,6,0,1,1,-103,0,1,2,5,6,210,3,-1,0,3,no
8997,38,9,0,1,0,631,1,0,0,25,1,343,2,-1,0,3,no
7855,44,9,1,1,0,7649,0,0,0,20,1,188,6,-1,0,3,no
660,43,9,1,2,0,0,0,0,0,4,1,1488,2,-1,0,3,yes
783,30,9,2,2,0,635,0,0,0,13,1,851,8,-1,0,3,yes
9298,37,1,1,1,0,3884,1,0,0,20,0,28,5,-1,0,3,no
50,41,1,2,0,0,1618,1,0,2,14,8,1553,1,-1,0,3,yes
10781,43,1,1,0,0,8,0,0,1,7,5,245,5,-1,0,3,no
5700,26,1,2,1,0,-128,0,1,0,8,5,392,2,-1,0,3,no
7151,43,4,1,2,0,-183,0,0,0,24,5,65,1,-1,0,3,no
6839,22,8,2,2,0,1161,0,1,0,16,6,119,1,-1,0,3,no
10836,30,0,2,1,0,-548,1,1,0,28,5,70,2,-1,0,3,no
7671,37,2,1,1,0,-170,1,0,2,28,8,39,1,-1,0,3,no
416,35,1,1,1,0,1330,0,0,0,10,5,901,1,-1,0,3,yes
2027,40,0,2,1,0,50,0,0,0,15,8,837,1,-1,0,3,yes
9978,58,0,2,1,0,247,0,1,2,20,6,66,6,-1,0,3,no
11149,46,2,1,1,0,3317,0,0,0,19,9,231,2,-1,0,3,no
3513,63,5,0,2,0,0,0,0,0,13,8,263,1,181,2,2,yes
1806,32,6,2,2,0,0,1,0,0,6,8,767,1,-1,0,3,yes
3445,41,4,0,2,0,5037,0,0,0,23,0,252,9,185,5,1,yes
3880,51,1,1,1,0,2007,1,0,0,12,1,1226,3,-1,0,3,yes
3055,70,5,1,0,0,2795,0,0,0,8,4,301,2,-1,0,3,yes
975,30,7,2,0,0,0,1,1,0,19,9,686,1,-1,0,3,yes
9511,60,5,1,0,0,55,0,0,0,4,6,207,1,-1,0,3,no
3303,25,1,2,1,0,509,0,0,0,5,7,418,1,-1,0,3,yes
5350,45,10,1,2,0,1148,0,0,0,19,9,782,2,-1,0,3,no
2994,31,9,1,1,0,684,1,0,0,7,2,620,3,-1,0,3,yes
4071,29,1,2,2,0,455,0,0,0,22,10,542,4,148,3,2,yes
956,31,0,2,1,0,19,1,0,0,18,9,1978,1,-1,0,3,yes
9229,53,2,2,3,0,717,0,0,0,30,5,594,2,-1,0,3,no
1668,54,0,0,1,0,1693,0,0,0,30,0,1277,1,87,2,1,yes
385,33,2,1,1,0,-627,1,1,0,8,5,740,1,-1,0,3,yes
9530,34,0,2,1,0,79,1,0,0,28,5,219,3,-1,0,3,no
3896,57,5,1,2,0,1269,0,0,0,31,1,1120,1,-1,0,3,yes
7476,55,0,1,1,0,512,0,0,0,18,1,115,4,-1,0,3,no
8755,32,4,1,2,0,282,0,0,0,22,1,92,2,-1,0,3,no
7007,33,9,1,1,0,5083,0,0,0,27,10,161,1,96,2,1,no
6809,40,5,1,2,0,794,0,0,2,9,8,138,1,-1,0,3,no
5704,48,6,2,3,0,0,0,0,2,18,6,453,1,-1,0,3,no
8848,38,10,1,1,0,0,0,0,0,24,5,168,2,-1,0,3,no
1403,26,1,2,1,0,5005,0,1,0,3,0,117,1,-1,0,3,yes
10899,36,0,2,1,0,115,0,0,0,4,8,134,3,91,1,0,no
3123,60,5,1,1,0,18967,1,0,0,29,4,177,2,-1,0,3,yes
7077,53,1,1,1,0,-76,0,0,0,29,4,173,1,164,4,1,no
748,39,4,1,1,0,1880,0,0,0,12,1,768,2,-1,0,3,yes
9001,49,4,1,2,0,735,1,0,2,13,8,50,3,-1,0,3,no
6170,37,10,1,2,0,1236,0,0,0,29,5,300,2,-1,0,3,no
3790,69,5,2,2,0,2144,0,0,0,29,5,417,1,184,4,2,yes
1292,41,4,1,1,0,280,1,0,0,27,3,87,2,-1,0,3,yes
6512,56,9,2,1,0,751,1,0,0,15,8,43,8,177,5,0,no
7718,43,0,1,1,0,1996,0,1,0,31,5,34,3,-1,0,3,no
456,60,5,1,1,0,597,0,0,0,15,5,981,1,-1,0,3,yes
5954,30,0,2,1,0,523,0,1,0,12,6,136,3,101,1,2,no
982,33,9,2,2,0,149,1,0,0,19,9,424,2,182,1,1,yes
7342,56,0,1,1,0,1554,1,1,0,6,3,15,6,190,27,1,no
5560,50,3,1,0,0,5296,0,0,0,19,9,64,7,-1,0,3,no
5439,41,1,1,1,0,849,1,1,0,12,8,100,4,-1,0,3,no
1491,56,1,1,0,0,3498,0,0,0,15,0,264,2,-1,0,3,yes
9247,28,4,2,2,0,150,1,0,2,8,8,491,1,-1,0,3,no
4598,43,0,1,1,0,132,0,0,0,27,8,187,2,71,1,2,yes
10448,34,9,2,1,0,179,0,0,0,19,1,294,3,-1,0,3,no
1705,29,9,2,1,0,674,0,0,0,30,0,483,1,13,5,2,yes
10540,37,6,1,1,0,487,0,1,0,27,1,155,15,-1,0,3,no
8035,60,1,0,1,0,1310,0,0,2,7,8,152,2,-1,0,3,no
8647,34,4,1,2,0,0,0,0,0,29,1,120,2,-1,0,3,no
6223,28,0,2,1,0,520,1,0,0,15,6,29,1,-1,0,3,no
8537,58,7,1,1,0,1667,1,1,2,6,8,85,1,-1,0,3,no
5456,43,7,2,1,0,550,1,0,0,13,8,107,2,-1,0,3,no
7272,40,9,0,1,0,0,0,0,0,29,1,299,3,-1,0,3,no
5714,47,4,1,2,0,866,0,0,2,20,6,7,7,-1,0,3,no
822,40,0,2,2,0,27,0,0,0,20,1,467,2,-1,0,3,yes
5555,36,9,1,1,0,0,1,0,0,21,5,193,5,-1,0,3,no
9178,43,6,2,0,0,1337,1,1,0,20,9,632,2,-1,0,3,no
1076,43,4,1,2,0,2640,0,0,0,21,9,314,4,-1,0,3,yes
4413,35,4,1,2,0,323,0,0,0,11,4,261,2,-1,0,3,yes
9312,47,0,1,1,0,1387,1,0,0,14,10,158,1,826,1,0,no
7566,37,4,1,2,0,57,0,0,0,30,0,96,2,84,1,2,no
8408,42,1,1,1,0,108,1,0,1,31,5,51,21,-1,0,3,no
209,42,1,1,1,0,443,1,0,2,2,6,671,5,-1,0,3,yes
3327,28,4,2,2,0,187,0,0,0,9,7,295,1,-1,0,3,yes
7972,30,4,1,2,0,265,1,0,2,26,8,45,4,-1,0,3,no
3354,31,4,2,2,0,3384,0,0,0,22,7,247,3,187,3,2,yes
9918,40,0,2,1,0,664,0,0,0,19,9,188,2,121,2,2,no
7562,43,1,1,1,0,-312,1,0,2,20,6,26,11,-1,0,3,no
7472,49,4,0,2,0,9326,1,0,2,3,6,166,1,-1,0,3,no
9980,38,4,1,2,0,595,1,0,0,18,9,70,1,-1,0,3,no
4884,36,4,1,2,0,495,0,0,0,11,11,91,1,37,5,2,yes
3216,32,9,1,1,0,3271,0,0,0,12,3,375,1,374,1,1,yes
3,55,7,1,1,0,2476,1,0,2,5,8,579,1,-1,0,3,yes
6802,25,0,2,1,0,120,1,0,2,3,6,542,1,-1,0,3,no
9663,34,1,1,1,0,-436,1,0,2,26,8,317,1,-1,0,3,no
2884,27,4,2,2,0,1720,0,0,0,3,9,284,2,273,1,0,yes
561,51,1,1,0,0,603,1,0,0,24,5,853,2,-1,0,3,yes
8498,31,9,2,2,0,1166,1,0,2,3,6,207,1,-1,0,3,no
5022,52,7,1,0,0,306,1,0,0,13,8,650,5,-1,0,3,yes
8893,48,7,0,0,0,2805,0,1,0,23,5,212,2,-1,0,3,no
9348,56,6,1,1,0,784,0,1,0,30,5,149,2,-1,0,3,no
722,31,4,2,2,0,37,0,0,0,8,1,669,2,-1,0,3,yes
10809,53,9,2,1,0,-165,1,0,0,9,5,89,1,-1,0,3,no
9003,24,0,1,1,0,541,1,0,2,5,6,622,4,-1,0,3,no
341,29,1,2,1,0,908,1,0,2,20,6,1663,1,-1,0,3,yes
7028,32,9,2,1,0,10,0,0,0,19,1,190,2,-1,0,3,no
8490,28,7,2,1,0,217,1,0,0,9,3,379,3,-1,0,3,no
4442,67,5,1,3,0,2540,0,0,1,14,11,279,3,92,9,2,yes
2041,36,7,2,1,0,0,1,0,0,15,8,1002,4,-1,0,3,yes
9476,33,4,1,2,0,1148,0,0,0,19,9,299,1,-1,0,3,no
7919,34,4,2,2,0,-292,1,0,0,19,1,181,6,-1,0,3,no
5550,32,3,1,0,0,-184,1,0,0,6,3,129,2,197,1,0,no
8821,40,1,1,0,0,-388,1,0,0,4,8,195,3,340,1,0,no
606,54,5,2,1,0,129,0,1,0,28,5,867,2,-1,0,3,yes
7804,41,1,1,0,0,3140,1,0,2,13,8,87,9,-1,0,3,no
3929,37,7,1,1,0,52,1,0,0,6,11,908,1,185,9,2,yes
8727,42,1,1,1,0,3,1,0,2,14,8,34,1,-1,0,3,no
8009,32,9,2,3,0,317,1,0,2,21,8,394,2,-1,0,3,no
1051,31,0,2,1,0,3950,1,0,0,21,9,529,1,-1,0,3,yes
4131,31,4,2,2,0,3283,0,0,0,2,3,258,1,73,1,0,yes
9206,31,0,1,1,0,8784,1,0,2,21,8,63,2,-1,0,3,no
11053,34,4,2,2,1,621,0,0,0,28,1,205,3,-1,0,3,no
7282,59,9,1,0,0,309,0,1,0,29,5,25,5,-1,0,3,no
10913,29,1,1,1,0,294,1,0,2,14,8,594,2,-1,0,3,no
1944,38,7,2,1,0,2253,1,0,0,13,8,937,3,-1,0,3,yes
5020,35,6,2,2,0,71,0,0,0,15,6,651,1,-1,0,3,yes
9097,30,9,1,1,0,207,1,0,2,23,8,72,2,-1,0,3,no
5026,35,0,1,2,0,286,0,0,0,30,0,949,2,-1,0,3,yes
2149,30,0,2,1,0,983,1,0,0,27,8,189,2,-1,0,3,yes
7767,24,0,1,1,0,0,1,0,0,16,0,284,1,-1,0,3,no
10965,56,4,1,2,0,-45,1,0,2,30,8,116,6,-1,0,3,no
10541,32,4,2,2,0,1434,0,0,0,11,1,1144,3,-1,0,3,no
5873,38,7,1,1,0,8876,0,0,0,2,3,280,1,75,1,0,no
4282,27,9,2,1,0,2,1,1,0,6,8,554,2,356,1,0,yes
6754,48,1,1,3,0,113,0,0,0,11,1,104,13,-1,0,3,no
9187,30,4,2,2,1,35,0,0,0,30,5,185,4,-1,0,3,no
6293,40,1,1,0,0,236,1,0,2,20,8,167,2,-1,0,3,no
7401,52,0,2,3,0,872,1,0,1,18,8,82,6,335,1,1,no
7700,43,4,1,2,0,0,1,0,0,21,5,474,1,-1,0,3,no
1983,33,0,2,1,0,315,1,1,0,14,8,888,3,-1,0,3,yes
5915,33,1,1,3,0,2655,1,0,0,21,9,195,1,-1,0,3,no
2502,43,9,1,2,0,2643,0,0,0,12,1,188,3,100,5,2,yes
6635,54,7,1,3,0,386,0,1,0,19,9,74,1,152,1,2,no
10065,36,0,2,3,0,1815,0,0,2,5,6,387,1,-1,0,3,no
5661,39,0,2,1,0,223,0,0,0,4,3,277,1,-1,0,3,no
8903,37,4,2,2,0,230,1,1,0,2,3,120,2,272,1,0,no
8299,41,7,1,1,0,241,1,1,2,4,6,144,1,-1,0,3,no
4899,37,4,1,2,0,630,0,0,0,30,0,315,1,87,1,2,yes
295,49,1,1,0,0,361,1,0,2,16,6,513,2,-1,0,3,yes
353,26,0,2,0,0,-122,1,0,2,23,6,670,3,-1,0,3,yes
8037,31,7,2,1,0,1629,1,0,2,19,8,344,2,-1,0,3,no
5189,27,1,2,1,0,3792,0,0,0,22,0,279,2,-1,0,3,yes
9674,37,9,1,1,0,2707,1,0,1,16,5,109,1,-1,0,3,no
39,23,2,2,0,0,4,1,0,2,13,8,395,2,-1,0,3,yes
577,27,9,2,2,0,372,1,1,0,25,5,728,2,-1,0,3,yes
5820,31,1,1,1,0,2591,1,0,0,20,9,55,1,-1,0,3,no
10967,46,1,1,0,0,1291,1,0,0,14,8,142,3,259,17,0,no
7468,37,7,1,1,0,144,1,0,0,20,0,724,2,-1,0,3,no
5961,37,4,1,2,0,620,1,0,0,17,9,93,3,-1,0,3,no
7614,30,7,1,1,0,1256,1,0,0,18,8,123,3,-1,0,3,no
6835,34,9,0,1,0,27,1,0,2,26,8,133,3,-1,0,3,no
8566,27,0,2,1,0,3,1,0,0,8,8,346,2,-1,0,3,no
1650,58,5,1,2,0,1425,0,0,0,30,0,224,1,-1,0,3,yes
6965,61,5,1,1,0,89,0,0,0,28,10,154,1,181,2,0,no
8522,34,6,1,1,0,179,1,1,0,24,5,137,4,-1,0,3,no
5949,35,9,2,1,0,196,1,0,0,21,9,318,1,-1,0,3,no
2164,57,4,1,2,0,473,0,0,0,1,6,295,1,-1,0,3,yes
2635,40,10,2,2,0,7968,0,0,0,3,11,733,1,93,1,2,yes
7790,47,9,1,1,0,1571,1,0,0,11,8,261,1,369,2,0,no
2912,44,6,0,2,0,1070,1,0,0,11,9,172,1,91,5,2,yes
7641,37,1,0,1,0,811,1,1,0,6,0,185,3,-1,0,3,no
4106,75,5,0,2,0,3810,1,0,0,16,9,262,1,183,1,0,yes
9082,31,9,2,1,0,4105,0,0,0,30,0,264,1,-1,0,3,no
8918,53,0,0,1,0,1151,1,0,2,5,8,412,1,-1,0,3,no
5866,37,1,1,1,0,2924,0,0,0,31,5,74,2,-1,0,3,no
11157,33,1,2,0,0,1,1,0,0,20,0,257,1,-1,0,3,no
5865,30,4,1,2,0,882,0,0,0,22,1,102,6,-1,0,3,no
1347,53,7,0,1,0,0,0,0,0,12,7,80,2,-1,0,3,yes
11137,49,5,1,3,0,247,0,0,2,15,8,213,2,-1,0,3,no
106,44,9,0,1,0,982,1,0,2,20,8,650,3,-1,0,3,yes
727,31,4,2,2,0,2,0,0,0,8,1,848,1,-1,0,3,yes
1631,56,4,0,2,0,3287,0,0,0,27,0,497,1,-1,0,3,yes
3726,68,5,1,1,0,2469,1,0,1,15,5,552,2,-1,0,3,yes
7109,33,1,1,1,0,842,0,0,0,29,1,111,4,-1,0,3,no
9768,30,7,2,1,0,1881,0,1,2,26,6,29,1,-1,0,3,no
9593,28,1,1,1,0,708,1,0,2,6,6,339,5,-1,0,3,no
4541,38,1,1,1,0,1627,0,0,2,16,6,1323,9,-1,0,3,yes
8660,39,4,1,2,0,-233,1,0,0,19,9,249,1,-1,0,3,no
3419,36,1,1,0,0,1177,0,0,0,15,0,330,1,311,4,2,yes
9074,54,1,1,0,0,950,1,0,2,15,8,285,2,-1,0,3,no
9168,55,9,1,3,0,1393,1,1,1,21,9,55,5,-1,0,3,no
10657,29,0,2,1,0,1261,0,0,0,5,3,605,1,-1,0,3,no
696,33,9,2,1,0,3059,0,1,0,6,1,482,2,-1,0,3,yes
6416,38,1,1,1,0,-367,1,1,0,12,8,354,1,-1,0,3,no
309,38,8,2,2,0,3316,0,0,2,17,6,1345,3,-1,0,3,yes
2626,27,0,1,1,0,1596,0,0,0,1,11,82,1,-1,0,3,yes
8484,52,1,1,0,0,36,0,0,0,13,1,109,2,-1,0,3,no
9285,29,4,2,2,0,119,1,0,2,28,8,136,2,-1,0,3,no
5102,36,9,0,1,0,3158,1,0,0,3,6,144,2,-1,0,3,yes
8661,31,7,2,2,0,1626,0,0,2,31,5,15,1,-1,0,3,no
7713,55,1,1,1,0,2854,1,0,0,7,8,312,1,-1,0,3,no
9509,41,4,2,2,0,0,0,0,0,7,1,91,2,-1,0,3,no
8226,38,4,1,2,0,980,0,0,2,3,6,662,5,-1,0,3,no
6548,51,9,2,2,0,11222,1,0,0,21,9,126,2,171,7,0,no
1369,34,10,1,1,0,978,0,0,0,24,7,132,1,-1,0,3,yes
6296,40,9,1,1,0,372,1,0,0,21,9,365,1,100,2,0,no
6036,28,1,2,1,0,-193,0,0,0,18,5,580,7,-1,0,3,no
5757,32,4,1,2,0,141,1,0,0,4,8,78,3,89,9,2,no
4793,46,0,1,1,0,974,0,0,0,17,7,178,1,-1,0,3,yes
2290,35,3,2,0,0,745,0,0,1,5,6,522,3,-1,0,3,yes
2526,46,10,2,2,0,44,0,0,0,14,1,225,1,-1,0,3,yes
5121,40,7,0,1,0,687,1,0,0,2,3,531,1,208,1,2,yes
411,33,1,1,0,0,-191,1,1,0,9,5,1290,4,-1,0,3,yes
2794,57,4,1,2,0,375,0,0,0,21,10,135,1,-1,0,3,yes
9917,36,9,1,1,0,4613,0,0,0,2,0,320,1,134,2,0,no
1322,31,4,0,2,0,883,1,0,0,5,7,112,2,106,1,0,yes
921,56,9,1,1,0,6619,1,0,1,4,9,465,1,-1,0,3,yes
3430,38,1,0,1,0,0,1,0,1,20,0,162,1,181,5,2,yes
3447,46,0,0,0,0,429,1,0,0,26,0,465,2,369,2,2,yes
3074,54,4,0,2,0,496,0,0,0,13,4,452,3,-1,0,3,yes
520,54,9,0,1,0,859,0,1,0,21,5,710,1,-1,0,3,yes
4816,30,1,1,1,0,278,1,1,2,23,8,1073,1,-1,0,3,yes
928,40,1,1,1,0,5060,0,0,2,9,9,299,1,-1,0,3,yes
2391,27,8,2,1,0,111,0,0,0,7,5,495,2,-1,0,3,yes
6674,43,4,0,2,0,1133,1,0,0,5,8,131,1,-1,0,3,no
2417,57,4,1,2,0,1660,0,0,0,4,1,642,1,-1,0,3,yes
3843,37,4,1,1,0,565,0,0,0,6,1,174,1,93,3,0,yes
5420,56,4,1,2,0,2366,1,1,0,3,3,538,2,188,4,0,no
2284,49,9,1,1,0,905,0,0,0,5,6,1543,1,-1,0,3,yes
4624,51,0,2,1,0,1994,0,0,2,18,6,771,2,-1,0,3,yes
9192,30,1,1,1,0,321,1,0,0,20,9,738,2,-1,0,3,no
1049,48,3,1,0,0,7195,0,0,0,21,9,609,2,-1,0,3,yes
3039,72,5,1,0,0,4657,0,0,0,22,2,305,3,309,5,2,yes
4831,29,9,1,1,0,95,0,1,0,3,3,172,3,-1,0,3,yes
2241,39,1,2,2,0,48,0,0,0,3,6,539,1,-1,0,3,yes
5958,32,0,1,1,0,205,0,0,0,18,5,197,3,-1,0,3,no
3781,64,5,1,1,0,1574,0,0,1,29,5,301,3,-1,0,3,yes
8884,53,9,1,2,0,476,1,0,0,28,4,160,1,-1,0,3,no
395,38,9,1,1,0,0,0,0,0,8,5,635,1,-1,0,3,yes
3538,64,5,1,1,0,1612,0,0,0,18,8,336,1,89,5,0,yes
93,31,1,1,1,0,754,1,0,2,19,8,1022,4,-1,0,3,yes
5066,31,9,2,2,0,208,0,0,0,12,1,1344,7,-1,0,3,yes
3972,63,0,0,1,0,4680,0,0,0,15,11,953,2,-1,0,3,yes
2305,32,0,2,2,0,8866,0,0,0,9,6,234,2,83,2,2,yes
2786,46,0,2,1,0,1693,1,0,0,20,10,427,1,-1,0,3,yes
1037,35,1,1,1,0,5639,1,0,0,20,9,945,2,-1,0,3,yes
3671,28,7,2,1,0,198,0,0,0,5,5,128,2,-1,0,3,yes
8557,37,10,2,1,0,48,0,0,0,31,5,40,10,-1,0,3,no
390,28,1,2,1,0,517,0,1,0,8,5,681,1,-1,0,3,yes
8971,38,1,1,0,0,3419,1,0,2,20,6,324,5,-1,0,3,no
5743,51,1,1,0,0,230,1,0,2,6,8,673,1,-1,0,3,no
5142,59,6,1,2,0,2013,0,0,0,17,9,409,2,-1,0,3,yes
8281,42,4,1,2,0,187,0,0,0,11,1,64,1,-1,0,3,no
8952,37,9,1,1,0,588,1,0,0,14,1,65,4,-1,0,3,no
9786,47,2,1,2,0,0,0,0,1,18,9,103,2,-1,0,3,no
8111,36,3,1,1,0,205,1,0,1,18,9,176,4,-1,0,3,no
864,34,6,2,1,0,296,0,0,0,27,1,609,13,-1,0,3,yes
7005,54,5,1,0,0,136,1,0,0,3,0,352,1,332,2,0,no
5582,32,9,1,2,0,514,1,0,2,20,8,414,2,-1,0,3,no
10107,34,2,1,1,0,223,0,1,0,11,1,103,6,-1,0,3,no
676,38,9,1,2,0,202,0,0,0,5,1,1311,2,-1,0,3,yes
10508,53,1,1,1,0,4380,0,0,1,19,1,223,7,-1,0,3,no
7418,53,9,1,2,0,2557,0,0,0,29,5,95,4,182,7,2,no
6783,53,1,1,1,0,1653,0,0,2,17,6,88,2,-1,0,3,no
10863,34,1,2,1,0,2764,1,0,0,13,8,158,1,357,1,0,no
6978,48,1,1,0,0,430,0,0,0,14,8,340,3,371,8,0,no
275,41,0,2,1,0,812,0,1,2,11,6,583,4,-1,0,3,yes
554,51,0,2,1,0,895,0,0,0,23,5,638,2,-1,0,3,yes
7937,35,9,2,1,0,1001,0,1,0,24,5,178,2,-1,0,3,no
8859,31,9,1,2,0,95,0,0,0,21,9,48,6,-1,0,3,no
2448,69,9,1,1,0,9064,0,0,0,7,1,714,1,-1,0,3,yes
4060,64,5,0,1,0,4833,0,0,0,20,10,621,1,181,3,0,yes
9590,37,1,1,1,0,740,1,0,0,7,8,434,3,342,2,0,no
5357,40,1,1,1,0,100,1,0,2,29,8,218,2,-1,0,3,no
5909,47,1,1,1,0,1536,1,0,0,17,0,41,1,301,4,1,no
150,37,0,1,1,0,274,1,0,2,27,8,731,3,-1,0,3,yes
5046,29,4,2,2,0,572,1,0,1,8,9,319,1,-1,0,3,yes
1365,37,4,2,2,0,1730,0,0,0,19,7,167,1,-1,0,3,yes
369,51,9,1,1,0,216,0,0,0,7,5,615,2,-1,0,3,yes
7444,32,9,2,2,0,392,1,0,0,21,9,148,2,-1,0,3,no
2814,33,7,0,1,0,2411,1,0,0,23,10,130,1,161,1,0,yes
1579,26,8,2,2,0,10086,0,0,0,21,0,110,2,-1,0,3,yes
10386,53,4,1,2,0,241,1,0,0,19,9,137,1,-1,0,3,no
1350,30,4,2,2,0,3473,0,0,0,12,7,1209,2,-1,0,3,yes
10994,29,1,1,0,0,787,1,0,0,24,5,257,2,-1,0,3,no
1697,26,10,2,2,0,3511,0,0,0,30,0,439,2,-1,0,3,yes
3362,43,7,1,1,0,774,0,0,0,25,7,101,1,421,1,2,yes
9117,47,1,1,0,0,4157,0,0,2,11,6,90,3,-1,0,3,no
10681,33,9,1,1,0,346,1,1,0,24,5,379,1,-1,0,3,no
9635,38,7,1,1,0,-314,1,0,2,28,8,66,2,-1,0,3,no
5817,30,6,2,1,0,192,0,0,0,22,5,423,1,-1,0,3,no
4770,33,4,1,2,0,679,0,0,0,5,1,1109,2,-1,0,3,yes
144,31,4,0,2,0,1145,1,0,2,26,8,1272,4,-1,0,3,yes
10664,50,2,1,0,0,199,0,0,0,11,8,228,2,363,2,0,no
5457,44,9,2,0,0,237,1,0,0,25,5,54,1,-1,0,3,no
6753,31,4,1,2,0,1343,1,1,2,21,8,85,1,-1,0,3,no
6356,29,0,2,1,0,3794,0,0,0,30,0,249,1,-1,0,3,no
1103,33,7,2,2,0,-452,0,0,0,29,4,692,2,-1,0,3,yes
10086,31,1,1,1,0,-190,1,1,0,8,8,299,3,-1,0,3,no
3702,31,4,2,2,0,2907,1,0,0,12,5,248,1,194,3,0,yes
10862,42,10,1,1,0,-165,1,1,2,27,8,179,3,-1,0,3,no
9685,44,2,1,2,0,1631,1,0,0,17,9,81,1,195,2,0,no
